simulation,mean_words,question_percent
368,56.49777777777778,29.777777777777775
369,58.93333333333333,32.44444444444444
370,45.897777777777776,33.33333333333333
371,78.88,29.333333333333332
372,75.17777777777778,32.88888888888889
373,47.04,32.88888888888889
374,45.44444444444444,34.66666666666667
375,112.69777777777777,32
376,117.66222222222223,29.777777777777775
377,47.102222222222224,36
378,85.4888888888889,33.33333333333333
379,85.36,30.22222222222222
380,113.25777777777778,33.33333333333333
381,46.693333333333335,29.777777777777775
382,87.74666666666667,29.333333333333332
383,111.28888888888889,25.77777777777778
384,115.16,33.77777777777778
385,83.88,32.44444444444444
386,51.76444444444444,36
387,77.14222222222222,27.555555555555557
388,62.46666666666667,35.11111111111111
389,122.04,28.444444444444443
390,47.404444444444444,34.22222222222222
391,85.08,27.555555555555557
392,89.24888888888889,31.11111111111111
393,121.04444444444445,27.555555555555557
394,56.16,24
395,44.85333333333333,36.888888888888886
396,90.39555555555556,31.555555555555554
397,49.84,28.888888888888886
398,83.04888888888888,27.555555555555557
399,55.315555555555555,32.44444444444444
400,148.16,32.44444444444444
401,197.65333333333334,30.666666666666664
402,149.9911111111111,32.44444444444444
403,119.60444444444444,29.777777777777775
404,47.653333333333336,31.11111111111111
405,66.50222222222222,36.888888888888886
406,117.8,32.44444444444444
407,78.05777777777777,26.666666666666668
408,78.43111111111111,32.44444444444444
409,80.34222222222222,31.555555555555554
410,86.39555555555556,33.33333333333333
411,51.82222222222222,33.33333333333333
412,120.21777777777778,29.777777777777775
413,41.257777777777775,30.666666666666664
414,47.306666666666665,37.333333333333336
415,43.96888888888889,31.11111111111111
416,54.18222222222222,36.888888888888886
417,81.50666666666666,34.66666666666667
418,85.80444444444444,40
419,36.11555555555555,38.666666666666664
420,85.67111111111112,31.11111111111111
421,78.37777777777778,36.44444444444444
422,121.60444444444444,24.88888888888889
423,117.12,28.888888888888886
424,78.74666666666667,34.22222222222222
425,79.42222222222222,32
426,45.80888888888889,31.11111111111111
427,43.102222222222224,35.55555555555556
